,,,,,,,,,,55/18,55/19,55/20,55/21,56/18,56/19,56/20,56/21,57/18,57/19,57/20,57/21,58/18,58/19,58/20,58/21,59/18,59/19,59/20,59/21,60/18,60/19,60/20,60/21
55,19,2822,10559, 미래를위한환경의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10559, 미래를위한환경의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11191, 식물의모든것,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11191, 식물의모든것,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10052, 약과건강,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10052, 약과건강,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11102," 에너지의이해,이용,실천",null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11102," 에너지의이해,이용,실천",null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11257, 에피소드로보는과학철학,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11257, 에피소드로보는과학철학,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10910, 위험판단심리학,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10910, 위험판단심리학,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10104, 응용통계입문,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10104, 응용통계입문,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11336, 인공지능과인간,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11336, 인공지능과인간,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11261, 인공지능시대의정보산업이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11261, 인공지능시대의정보산업이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11156," 자연과의대화,환경생태",null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11156," 자연과의대화,환경생태",null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11096, 정보화사회와통계,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11096, 정보화사회와통계,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10135, 지구의역사,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10135, 지구의역사,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11042, 컴퓨터와마음,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11042, 컴퓨터와마음,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11145, 크리에이티브컴퓨팅,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11145, 크리에이티브컴퓨팅,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10164, 현대물리학과인간사고의변혁,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,10164, 현대물리학과인간사고의변혁,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11157, 환경재난과국제협력,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11157, 환경재난과국제협력,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11159, General Biology,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11159, General Biology,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11262, 생활속의미생물,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11262, 생활속의미생물,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11187, 빅데이터사회와정보활용,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11187, 빅데이터사회와정보활용,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11264, 세계의자연유산과지오투어리즘,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11264, 세계의자연유산과지오투어리즘,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11098, 주거로보는건축문화,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2822,11098, 주거로보는건축문화,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11208, IT융합설계개론,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11208, IT융합설계개론,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11309, 문제해결과SW프로그래밍,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11309, 문제해결과SW프로그래밍,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11214, 간호와휴머니즘,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11214, 간호와휴머니즘,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11206, 계산의기초와융합적문제해결,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11206, 계산의기초와융합적문제해결,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11207, 과학자를위한기초현대통계학론,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11207, 과학자를위한기초현대통계학론,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11210, 교육커뮤니케이션의이해와실제,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11210, 교육커뮤니케이션의이해와실제,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11212, 글로벌커리어개발과기업가정신,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11212, 글로벌커리어개발과기업가정신,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11204, 논리로과학읽기,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11204, 논리로과학읽기,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11209, 시각적사고를통한일상의문화와트랜드,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11209, 시각적사고를통한일상의문화와트랜드,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11263, 예술과기술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11263, 예술과기술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11233, 음악과테크놀로지,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11233, 음악과테크놀로지,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11235, 의료생명분야에서의컴퓨터적사고,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11235, 의료생명분야에서의컴퓨터적사고,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11213, 질병과몸의역사,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11213, 질병과몸의역사,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11205, 컴퓨터과학적인식과문제해결,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11205, 컴퓨터과학적인식과문제해결,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11232, 컴퓨터적사고와이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11232, 컴퓨터적사고와이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11234, 컴퓨터적사고와조형적활용,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11234, 컴퓨터적사고와조형적활용,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11211, 컴퓨팅적사고와프로그래밍,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11211, 컴퓨팅적사고와프로그래밍,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11215, 통합적분쟁이해와조정,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11215, 통합적분쟁이해와조정,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11260, 기업가정신과기술혁신,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11357,데이터컨버저스와법,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11357,데이터컨버저스와법,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11373,데이터컴퓨팅,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11373,데이터컴퓨팅,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11356,리눅스와시스템적사고,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11356,리눅스와시스템적사고,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11365,빅데이터와젠더,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11365,빅데이터와젠더,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11367,사회문제해결을위한R프로그래밍기초,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11367,사회문제해결을위한R프로그래밍기초,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11368,정보와인공지능의수리적이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11368,정보와인공지능의수리적이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11374,컴퓨터보안과윈도우포렌식,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11374,컴퓨터보안과윈도우포렌식,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11362,컴퓨터속의우주,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11362,컴퓨터속의우주,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11369,컴퓨터식문제해결기법,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11369,컴퓨터식문제해결기법,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11364,푸드테크시대의음식과디자인,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,19,2823,11364,푸드테크시대의음식과디자인,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2826,10023, 기독교와세계,1,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2826,10023, 기독교와세계,1,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11352, 통합적사고와글쓰기,1,1,3,2,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11352, 통합적사고와글쓰기,1,2,3,2,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,10098,College English,1,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,10098,College English,1,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11208, IT융합설계개론,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11208, IT융합설계개론,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11206, 계산의기초와융합적문제해결,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11206, 계산의기초와융합적문제해결,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11204, 논리와컴퓨터,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11204, 논리와컴퓨터,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11357, 데이터컨버전스와법,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2827,11357, 데이터컨버전스와법,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2828,11373, 데이터컴퓨팅,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2828,11373, 데이터컴퓨팅,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2829,11356, 리눅스와시스템적사고,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2829,11356, 리눅스와시스템적사고,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2830,11309, 문제해결과SW프로그래밍,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2830,11309, 문제해결과SW프로그래밍,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2830,11365, 빅데이터와젠더,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2830,11365, 빅데이터와젠더,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11367, 사회문제해결을위한R프로그래밍기초,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11367, 사회문제해결을위한R프로그래밍기초,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11233, 음악테크놀로지와프로그래밍,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11233, 음악테크놀로지와프로그래밍,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11368, 정보와인공지능의수리적이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11368, 정보와인공지능의수리적이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11205, 컴퓨터과학적인식과문제해결,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11205, 컴퓨터과학적인식과문제해결,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11374, 컴퓨터보안과윈도우포렌식,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11374, 컴퓨터보안과윈도우포렌식,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11362, 컴퓨터속의우주,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2831,11362, 컴퓨터속의우주,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11369, 컴퓨터식문제해결기법,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11369, 컴퓨터식문제해결기법,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11232, 컴퓨터적사고와이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11232, 컴퓨터적사고와이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11234, 컴퓨터적사고와조형적활용,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11234, 컴퓨터적사고와조형적활용,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11211, 컴퓨팅적사고와프로그래밍,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11211, 컴퓨팅적사고와프로그래밍,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11364, 푸드테크시대의음식과디자인,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11364, 푸드테크시대의음식과디자인,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11207, 프로그래밍과통계적사고,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11207, 프로그래밍과통계적사고,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11361, 프로그래밍을위한컴퓨팅적사고,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11361, 프로그래밍을위한컴퓨팅적사고,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11053, 21세기사회와문학의대화,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11053, 21세기사회와문학의대화,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11334, Critical and Creative Textual Studies,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11334, Critical and Creative Textual Studies,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11183, The Story of Human Language,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11183, The Story of Human Language,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11165, Topics in Multiethnic American Literature,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11165, Topics in Multiethnic American Literature,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11112, 다매체시대의비교문학,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11112, 다매체시대의비교문학,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11108, 동아시아문학으로문화읽기,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11108, 동아시아문학으로문화읽기,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11038, 디지털미디어시대의동아시아문자,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11038, 디지털미디어시대의동아시아문자,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10041, 문학과삶,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10041, 문학과삶,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10654, 문학과영화,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10654, 문학과영화,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11148, 문학으로보는사랑의역사,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11148, 문학으로보는사랑의역사,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11184, 문학으로함께배우는매체/이야기,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11184, 문학으로함께배우는매체/이야기,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11146, 문화로읽는현대시의세계,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11146, 문화로읽는현대시의세계,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11147, 사이언스픽션의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11147, 사이언스픽션의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11297, 생태와문학,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11297, 생태와문학,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10768, 신화·상상력·문화,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,10768, 신화·상상력·문화,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11109, 여행문학과세계인식,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2832,11109, 여행문학과세계인식,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10882, 인간과언어,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10882, 인간과언어,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11258, 자연과문학,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11258, 자연과문학,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10543, 한국현대시와삶읽기,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10543, 한국현대시와삶읽기,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11134, 현대영어권문학의동향,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11134, 현대영어권문학의동향,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10896, 환상문학의세계,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10896, 환상문학의세계,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10950, 디지털스토리텔링의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10950, 디지털스토리텔링의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11107, 21세기의예술과인간,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11107, 21세기의예술과인간,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11164, Contemporary Photography,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11164, Contemporary Photography,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10033, 동양미술의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10033, 동양미술의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10778, 디지털매체와예술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10778, 디지털매체와예술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10576, 무용의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10576, 무용의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11153, 문화콘텐츠기획의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11153, 문화콘텐츠기획의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11328, 미술로치유하는마음,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11328, 미술로치유하는마음,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11083, 미학과미술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11083, 미학과미술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10072, 서양미술의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10072, 서양미술의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10073, 서양음악의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10073, 서양음악의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11084, 시각문화로서미술작품읽기,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11084, 시각문화로서미술작품읽기,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11209, 시각적사고를통한일상의문화와트랜드,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11209, 시각적사고를통한일상의문화와트랜드,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10090, 여성과예술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10090, 여성과예술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11113, 여성의몸과창조적움직임,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11113, 여성의몸과창조적움직임,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10097, 연극의이론과실제,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10097, 연극의이론과실제,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11110, 예술가와그의시대,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11110, 예술가와그의시대,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10100, 예술과사상,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10100, 예술과사상,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11055, 옛시와그림의만남,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11055, 옛시와그림의만남,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11265, 음악과건강,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11265, 음악과건강,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11075, 창조와상상의기술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11075, 창조와상상의기술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11035," 퍼포먼스인문학:제의,놀이,연극",null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11035," 퍼포먼스인문학:제의,놀이,연극",null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10892," 표현,예술,그리고시대정신",null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10892," 표현,예술,그리고시대정신",null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10152, 한국미술의이해,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,10152, 한국미술의이해,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11333," 한국사와상상력,스토리텔링",null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2833,11333," 한국사와상상력,스토리텔링",null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,10883, 한국의문화공간과예술,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,10883, 한국의문화공간과예술,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,10165, 현대미술사,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,10165, 현대미술사,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,11330, Reading American Popular Culture in the Digital Age,null,1,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
55,20,2834,11330, Reading American Popular Culture in the Digital Age,null,2,3,3,null,,,,,,,,,,,,,,,,,,,,,,,,
